235   101   91   red
204   69   59   red
179   59   50   red
112   41   36   red
135   23   15   red
148   30   15   red
173   38   52   red
214   41   58   red
89   20   15   red
168   56   61   red
143   54   59   red
163   100   91   red
99   5   2   red
186   51   47   red
130   53   58   red
39   91   36   green
19   150   17   green
70   184   68   green
45   117   43   green
73   122   72   green
47   122   28   green
79   150   62   green
10   66   11   green
41   115   43   green
27   148   45   green
35   194   75   green
59   122   82   green
76   158   55   green
7   43   6   green
105   150   56   green
18   33   201   blue
42   44   150   blue
70   97   176   blue
44   80   120   blue
31   34   194   blue
62   50   156   blue
62   108   163   blue
18   85   140   blue
15   24   61   blue
4   38   74   blue
48   69   207   blue
70   91   179   blue
33   29   168   blue
8   22   99   blue
61   62   112   blue
