0.9973569167005722+0.07265797072261054i   0.6127659574468085   0.9215686274509803   red
0.9973932315179498+0.07215775580061604i   0.7107843137254901   0.8   red
0.9973322836635516+0.07299531466090754i   0.7206703910614526   0.7019607843137254   red
0.9976277072729844+0.06884008774869749i   0.6785714285714286   0.4392156862745098   red
0.9975640502598242+0.0697564737441253i   0.8888888888888888   0.5294117647058824   red
0.9930337092856241+0.1178306081730665i   0.8986486486486487   0.5803921568627451   red
0.9941090015469614+-0.10838492996401064i   0.7803468208092486   0.6784313725490196   red
0.9947100738723125+-0.10272229036065463i   0.8084112149532711   0.8392156862745098   red
0.9974977965944997+0.07069756565199467i   0.8314606741573033   0.34901960784313724   red
0.9989074228728941+-0.046732863484201324i   0.6666666666666666   0.6588235294117647   red
0.9982699367944867+-0.058797391883752666i   0.6223776223776223   0.5607843137254902   red
0.9914448613738104+0.13052619222005155i   0.4417177914110429   0.6392156862745098   red
0.9994755690455149+0.0323818912533559i   0.9797979797979798   0.38823529411764707   red
0.9995459697845219+0.03013062043037787i   0.7473118279569892   0.7294117647058823   red
0.9976889015579165+-0.06794744813573297i   0.5923076923076922   0.5098039215686274   red
-0.44974419148406564+0.8931574117849239i   0.6043956043956044   0.3568627450980392   green
-0.48630098109428127+0.8737913685696028i   0.8866666666666667   0.5882352941176471   green
-0.48428315338761935+0.8749113254181498i   0.6304347826086957   0.7215686274509804   green
-0.4752922235610901+0.8798279958164293i   0.6324786324786325   0.4588235294117647   green
-0.48175367410171505+0.8763066800438637i   0.4098360655737705   0.47843137254901963   green
-0.30689719919173986+0.9517426695952355i   0.7704918032786885   0.47843137254901963   green
-0.31579958761502486+0.9488259168373196i   0.5866666666666667   0.5882352941176471   green
-0.5161062738075067+0.8565245554778514i   0.8484848484848485   0.25882352941176473   green
-0.5243072835572319+0.8515291377333112i   0.6434782608695652   0.45098039215686275   green
-0.6283109866484269+0.7779622767569648i   0.8175675675675675   0.5803921568627451   green
-0.7082700996471977+0.7059415457003141i   0.8195876288659795   0.7607843137254902   green
-0.7869863016606888+0.6169704701186526i   0.5163934426229508   0.47843137254901963   green
-0.3051467057592414+0.9523053543713187i   0.6518987341772152   0.6196078431372549   green
-0.4752922235610901+0.8798279958164293i   0.8604651162790697   0.16862745098039217   green
0.02227895551635362+0.999751793267259i   0.6266666666666667   0.5882352941176471   green
-0.5724039727378147+-0.8199717629247772i   0.9104477611940299   0.788235294117647   blue
-0.5166993711518632+-0.8561668995302664i   0.7200000000000001   0.5882352941176471   blue
-0.7105909728815393+-0.7036053362924897i   0.6022727272727272   0.6901960784313725   blue
-0.8519194088383271+-0.5236729139878777i   0.6333333333333333   0.47058823529411764   blue
-0.5165975070226045+-0.8562283665810366i   0.8402061855670103   0.7607843137254902   blue
-0.39406297740271684+-0.9190834400861033i   0.6794871794871795   0.611764705882353   blue
-0.8417627519786315+-0.5398476353392325i   0.6196319018404908   0.6392156862745098   blue
-0.8906165093267403+-0.45475513555610586i   0.8714285714285714   0.5490196078431373   blue
-0.6657401196974404+-0.7461836858476857i   0.7540983606557378   0.23921568627450981   blue
-0.8584487936018662+-0.512899277405906i   0.9459459459459459   0.2901960784313726   blue
-0.6146229504018773+-0.7888210372697292i   0.7681159420289855   0.8117647058823529   blue
-0.6633991968104094+-0.7482656651693325i   0.6089385474860335   0.7019607843137254   blue
-0.473679102167768+-0.8806975122989376i   0.8273809523809523   0.6588235294117647   blue
-0.6324453755953771+-0.7746049618276547i   0.9191919191919192   0.38823529411764707   blue
-0.5176756969332422+-0.8555769239552232i   0.45535714285714285   0.4392156862745098   blue
0.8276889981568906+0.5611870653623824i   0.7204968944099378   0.6313725490196078   orange
0.8660254037844387+0.49999999999999994i   0.9518072289156626   0.6509803921568628   orange
0.9079047553192889+0.4191765204166642i   0.75   0.7215686274509804   orange
0.8275330846044497+0.561416951903881i   0.7738095238095237   0.32941176470588235   orange
0.8041620963415418+0.5944100628417868i   0.7727272727272727   0.25882352941176473   orange
0.8711129940866577+0.4910826320828083i   0.68   0.5882352941176471   orange
0.8989517410853953+0.4380476768566823i   0.5773809523809523   0.6588235294117647   orange
0.8561668995302665+0.5166993711518629i   0.7803468208092486   0.6784313725490196   orange
0.8010010944693847+0.5986628823126149i   0.8378378378378378   0.5803921568627451   orange
0.8526401643540923+0.5224985647159488i   0.5797101449275363   0.5411764705882353   orange
0.9203761328890626+0.39103423636323015i   0.7794117647058824   0.8   orange
0.9504970322284206+0.3107336346856657i   0.6705202312138728   0.6784313725490196   orange
0.9408138212453454+0.3389238170352317i   0.7969924812030075   0.5215686274509804   orange
0.9231069958533489+0.38454320200285075i   0.8074534161490683   0.6313725490196078   orange
0.9492426435730339+0.31454475615161365i   0.4417177914110429   0.6392156862745098   orange
0.7173160805192894+0.696747903210655i   0.8421052631578948   0.6705882352941176   yellow
0.670108917952803+0.7422627823622329i   0.7989949748743719   0.7803921568627451   yellow
0.6148521285201926+0.7886424158350783i   0.9066666666666666   0.5882352941176471   yellow
0.6870628868753543+0.7265979558727812i   0.6204819277108433   0.6509803921568628   yellow
0.7173160805192894+0.6967479032106549i   0.6728971962616822   0.4196078431372549   yellow
0.664094602767239+0.747648552847809i   0.8857142857142857   0.4117647058823529   yellow
0.5498977722248398+0.8352319678401673i   0.8012820512820513   0.611764705882353   yellow
0.5892202589324836+0.8079724540252204i   0.5784313725490196   0.8   yellow
0.6883545756937541+0.7253743710122875i   0.5128205128205129   0.611764705882353   yellow
0.6801727377709195+0.7330518718298262i   0.9285714285714285   0.7686274509803922   yellow
0.5712682150947923+0.8207634412072763i   0.8303571428571428   0.8784313725490196   yellow
